ciudad,codigo_divipola,anio_mes,ipc_indice_base2018,var_mensual,var_anual,fuente_url
Cali,76001,2025-12,152.56,0.31,4.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-01,154.55,1.31,5.33,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-02,155.81,0.81,5.27,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-03,156.99,0.76,5.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-04,158.7,1.09,5.68,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-05,159.58,0.55,6.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-06,160.5,0.58,6.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-07,160.58,0.05,6.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cali,76001,2026-08,161.13,0.34,6.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2023-09,136.16,0.72,11.05,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2023-10,136.35,0.14,10.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2023-11,137.31,0.71,10.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2023-12,138.5,0.86,9.9,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-01,139.78,0.93,9.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-02,140.73,0.68,8.34,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-03,141.54,0.57,8.05,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-04,142.77,0.87,7.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-05,143.74,0.68,8.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-06,144.07,0.23,8.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-07,143.77,-0.21,7.17,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-08,144.13,0.25,6.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-09,143.65,-0.33,5.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-10,143.51,-0.1,5.25,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-11,143.87,0.25,4.77,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2024-12,144.81,0.66,4.56,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-01,146.19,0.95,4.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-02,147.54,0.92,4.83,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-03,148.29,0.51,4.77,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-04,149.67,0.93,4.83,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-05,150.22,0.37,4.51,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-06,150.12,-0.07,4.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-07,149.97,-0.1,4.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-08,150.6,0.42,4.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-09,151.03,0.29,5.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-10,151.26,0.15,5.4,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-11,151.52,0.17,5.32,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2025-12,151.77,0.17,4.81,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-01,153.06,0.85,4.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-02,154.96,1.24,5.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-03,156.2,0.8,5.34,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-04,157.47,0.81,5.21,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-05,158.38,0.58,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-06,158.65,0.17,5.68,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-07,158.97,0.2,6.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cartagena,13001,2026-08,159.51,0.34,5.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2023-09,145.6,0.88,12.26,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2023-10,146.16,0.39,11.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2023-11,147.07,0.62,11.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2023-12,147.67,0.41,9.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-01,148.69,0.69,8.41,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-02,150.03,0.9,7.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-03,151.25,0.81,7.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-04,152.27,0.68,7.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-05,152.94,0.44,7.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-06,153.37,0.28,7.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-07,153.71,0.22,7.19,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-08,154.09,0.25,6.77,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-09,154.23,0.09,5.93,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-10,153.91,-0.21,5.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-11,154.45,0.35,5.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2024-12,155.17,0.47,5.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-01,156.4,0.79,5.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-02,157.46,0.68,4.95,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-03,158.55,0.69,4.83,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-04,159.06,0.32,4.45,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-05,159.6,0.34,4.35,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-06,159.92,0.2,4.27,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-07,160.46,0.34,4.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-08,161.21,0.47,4.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-09,161.5,0.18,4.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-10,162.1,0.37,5.32,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-11,162.2,0.06,5.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2025-12,162.43,0.14,4.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-01,163.74,0.81,4.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-02,165.04,0.79,4.81,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-03,166.49,0.88,5.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-04,168.52,1.22,5.95,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-05,168.77,0.15,5.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-06,169.38,0.36,5.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-07,169.89,0.3,5.88,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Cúcuta,54001,2026-08,170.92,0.61,6.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2023-09,138.7,0.58,10.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2023-10,139.1,0.29,10.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2023-11,139.67,0.41,9.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2023-12,139.84,0.12,8.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-01,140.82,0.7,7.33,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-02,142.07,0.89,6.9,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-03,143.32,0.88,7.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-04,143.95,0.44,6.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-05,144.67,0.5,6.85,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-06,145.34,0.46,6.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-07,146.14,0.55,6.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-08,146.81,0.46,6.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-09,147.1,0.2,6.06,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-10,147.09,-0.01,5.74,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-11,147.18,0.06,5.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2024-12,146.75,-0.29,4.94,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-01,147.73,0.67,4.91,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-02,149.14,0.95,4.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-03,150.05,0.61,4.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-04,150.92,0.58,4.84,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-05,151.57,0.43,4.76,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-06,151.98,0.27,4.57,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-07,152.84,0.57,4.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-08,153.22,0.25,4.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-09,153.67,0.29,4.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-10,153.82,0.1,4.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-11,153.58,-0.16,4.35,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2025-12,153.98,0.26,4.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-01,155.55,1.02,5.29,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-02,157.01,0.94,5.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-03,158.3,0.82,5.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-04,159.66,0.86,5.79,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-05,160.41,0.47,5.83,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-06,161.11,0.44,6.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-07,161.34,0.14,5.56,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Florencia,18001,2026-08,161.79,0.28,5.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2023-09,134.31,0.65,10.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2023-10,134.37,0.04,9.68,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2023-11,134.27,-0.07,8.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2023-12,134.88,0.45,7.78,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-01,136.05,0.87,7.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-02,137.36,0.96,6.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-03,138.43,0.78,6.12,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-04,139.02,0.43,6.35,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-05,139.82,0.57,6.76,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-06,140.33,0.37,6.73,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-07,140.18,-0.11,5.89,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-08,140.07,-0.08,4.96,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-09,140.74,0.48,4.78,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-10,140.58,-0.11,4.63,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-11,141.25,0.47,5.19,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2024-12,142.05,0.57,5.32,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-01,143.41,0.96,5.41,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-02,144.81,0.97,5.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-03,145.63,0.57,5.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-04,146.75,0.77,5.56,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-05,146.9,0.1,5.07,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-06,147.03,0.09,4.77,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-07,147.8,0.52,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-08,147.68,-0.08,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-09,147.57,-0.07,4.86,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-10,147.85,0.19,5.17,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-11,147.9,0.03,4.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2025-12,147.94,0.03,4.15,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-01,150.53,1.75,4.96,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-02,151.74,0.8,4.79,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-03,153.24,0.99,5.22,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-04,154.62,0.9,5.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-05,155.16,0.35,5.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-06,155.89,0.47,6.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-07,155.87,-0.01,5.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Ibagué,73001,2026-08,156.53,0.42,5.99,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2023-09,135.87,0.39,10.29,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2023-10,136.29,0.31,9.9,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2023-11,137.34,0.77,9.8,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2023-12,137.66,0.23,8.72,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-01,138.98,0.96,7.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-02,140.65,1.2,7.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-03,141.37,0.51,6.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-04,141.68,0.22,6.15,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-05,142.26,0.41,6.27,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-06,142.47,0.15,6.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-07,142.64,0.12,5.91,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-08,142.96,0.22,5.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-09,142.94,-0.01,5.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-10,143.33,0.27,5.16,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-11,143.59,0.18,4.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2024-12,144.09,0.35,4.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2025-01,145.53,1.0,4.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2025-02,147.2,1.15,4.66,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Manizales,17001,2025-03,147.92,0.49,4.64,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
